Timestamp,Unit_Name,Catalyst_Type,Catalyst_Age_Days,Sensor_Health_Index,Vibration_Level_mm_s,Valve_Opening_Percent,Feedstock_Flow_m3h,Reactor_Temp_C,Reactor_Pressure_Bar,Electricity_MWh,Natural_Gas_m3h,Steam_Tons_h,Ambient_Temp_C,Product_Yield_Tons,Energy_Intensity
01-01-2020 00:00,Methanol_Complex_03    ,Iron_Standard_V5,228,0.937144381,3.571037062,42.26780417,640.2059854,822.7945491,30.66856879,17.20569697,4161.072955,53.09972072,-9.243262071,107.9937796,1.922129805
01-01-2020 04:00,Ethylene_Plant_01,Cobalt_Premium_Z2,298,0.741006974,1.445883432,40.56054021,589.3431573,788.9340162,29.67421874,20.07612055,4896.931088,53.10755719,16.69293042,78.60733018,3.099795166
01/01/2020 08:00,Methanol_Complex_03,Cobalt_Premium_Z2,291,0.808593385,5.03998183,70.77017895,560.4219039,777.9860305,30.40539845,15.55921337,3553.312659,59.70590969,6.310335071,81.56761995,2.211405841
01-01-2020 12:00,Methanol_Complex_03,Platinum_Base_X1,67,1.671343789,8.118884491,89.61382734,666.987789,764.7108383,33.05644195,17.54613089,4985.711371,72.95360022,0.586366512,80.60005969,2.948707111
01-01-2020 16:00,Ethylene_Plant_01,Cobalt_Premium_Z2,251,0.827153657,4.840103192,39.06539117,634.5842617,769.0896666,27.51988099,23.31720491,3505.965319,86.31240049,23.15023806,94.48176473,2.187202202
01-01-2020 20:00,Ethylene_Plant_01,Cobalt_Premium_Z2,41,0.829928351,5.993078046,88.29497746,501.8150843,790.3754937,31.43625063,24.63007788,4294.676051,87.45116563,12.79768216,74.96470181,3.187926269
02-01-2020 00:00,Methanol_Complex_03,Iron_Standard_V5    ,-99,0.6667528,7.031370295,64.35960448,440.3788963,                                 N/A,28.43342712,16.54404274,3198.88361,56.90090053,35.88841081,52.85229519,3.245260771
02-01-2020 04:00,Ammonia_Unit_02,Cobalt_PREMIUM_Z2,306,0.797312846,6.894720978,75.34535165,410.6950437,833.4909984,36.18155684,18.62110212,4191.315736,60.86374802,5.269188319,58.94143814,3.62617583
02-01-2020 08:00,Methanol_Complex_03,Iron_Standard_V5,360,-0.757947131,1.084949828,52.99190536,497.21421,789.4063961,31.57467561,20.93471457,3681.002836,61.81677745,24.45207781,67.83517512,3.010238735
02-01-2020 12:00,Methanol_Complex_03,Cobalt_Premium_Z2,342,0.930599149,6.427963306,80.51429162,515.9537656,849.5637744,35.54852986,25.23613312,3793.266866,57.44562379,21.30432895,86.42630435,2.587342143
02-01-2020 16:00,Methanol_Complex_03,Cobalt_Premium_Z2,79,0.692429307,8.095596527,92.78696696,642.8351422,                       Unknown,34.96680185,16.12525904,3779.626345,55.7708345,15.31334233,80.12122062,2.375623501
02-01-2020 20:00,Methanol_Complex_03,Cobalt_Premium_Z2,301,0.824088525,6.105217872,32.79317985,622.1257744,835.3216456,32.27849121,21.73317644,3617.38302,43.56958818,43.42621259,92.28360817,2.219764105
03-01-2020 00:00,Ethylene_Plant_01,Platinum_Base_X1,199,0.712046892,7.19154315,48.91695688,605.1601889,853.5395758,34.02571541,26.05162757,4833.32895,67.25477026,27.51862488,77.56243771,3.390202529
03-01-2020 04:00,METHANOL_Complex_03,IRON_Standard_V5,147,0.956059433,4.384397608,84.68424845,519.7992538,794.7417603,33.76159663,17.10756842,3377.766824,73.11691735,37.83560549,89.45261638,2.010104259
03-01-2020 08:00,Ammonia_Unit_02,Platinum_Base_X1,106,0.839991509,3.052554611,33.25046607,538.6794531,757.6467041,35.0523568,23.18468832,3913.207357,89.57886717,40.20876424,81.44751002,2.706370463
03-01-2020 12:00,Ethylene_Plant_01,Cobalt_Premium_Z2,193,0.959440411,5.909913785,50.97225826,525.5260635,753.3976094,31.72911479,21.6119309,5059.085151,70.95850102,-0.81332271,90.75796959,2.808248495
03-01-2020 16:00,Ammonia_Unit_02,Platinum_Base_X1,122,0.7281395,4.437599825,32.45863323,682.2773377,802.4948584,32.78306938,20.86242533,4236.689432,70.52169757,-5.438804031,89.42275438,2.498121008
03/01/2020 20:00,Ammonia_Unit_02,Iron_Standard_V5,77,0.716740213,7.662310851,68.62761941,512.4185559,820.6056822,28.89234291,29.00816911,4301.079982,58.51936983,-4.727578193,66.10877731,3.856782996
04-01-2020 00:00,Ammonia_Unit_02,Cobalt_Premium_Z2,,2.639963215,8.295055749,37.87393641,502.3807588,815.9863795,29.45870231,20.93338838,4614.393598,42.87558677,18.19983003,57.87093698,4.092969398
04-01-2020 04:00,Ammonia_Unit_02,Platinum_Base_X1,112,0.652811679,7.05841654,48.5601579,583.8954526,829.7737746,33.90337847,21.70173183,4790.345188,70.70828303,13.94004062,68.6112787,3.582331081
04-01-2020 08:00,Ethylene_Plant_01,Platinum_Base_X1,349,0.69704474,8.44143694,56.83502437,492.230852,856.4997749,33.50894318,15.93399598,4815.106558,46.27700167,48.88690133,61.75924675,3.657608001
04-01-2020 12:00,Ethylene_Plant_01,Iron_Standard_V5,297,0.843975039,3.286964787,42.2846659,583.4690312,883.3020518,29.24093935,20.47649425,3876.700091,77.19571526,16.54108561,88.63799376,2.362416765
04-01-2020 16:00,Ammonia_Unit_02,Platinum_Base_X1,170,0.651627065,7.66604303,70.99256978,567.3554324,843.7955549,32.14971056,22.8552231,4760.031186,77.70770616,-0.917488349,66.54674797,3.739925725
04-01-2020 20:00,Ammonia_Unit_02,Iron_Standard_V5,6,0.792497027,3.13946903,28.34370907,505.5158211,833.966404,28.17813282,15.14180735,3412.524287,45.25488738,0.19730726,72.11156131,2.412218697
05-01-2020 00:00,Ethylene_Plant_01,Cobalt_Premium_Z2,197,0.885494591,1.444304602,85.98505735,529.3550405,803.51949,27.65416552,15.74425292,3907.835826,53.88125035,11.00372019,84.37338448,2.292826886
05-01-2020 04:00,Ethylene_Plant_01,Cobalt_Premium_Z2,98,0.851673896,5.470989562,56.10053424,499.2629765,760.7679813,32.68156666,18.58537745,4385.136195,80.99488549,42.70522742,76.53766394,2.879459789
05-01-2020 08:00,Ethylene_Plant_01,Platinum_Base_X1,329,9.796992738,4.139909074,62.96106005,610.8418069,796.3390926,30.00722423,26.13478558,3653.736629,88.10911374,32.78321396,87.63056712,2.532974707
05-01-2020 12:00,Methanol_Complex_03,Cobalt_Premium_Z2,230,0.609190645,7.873593867,66.65972582,541.147274,810.2782703,32.77424513,26.75013302,3824.402663,76.52837024,37.72193571,59.3391342,3.878630438
05-01-2020 16:00,Methanol_Complex_03,Cobalt_Premium_Z2,168,0.932340459,4.437551101,24.47615358,537.160595,745.2604262,30.6804453,27.02355127,4108.805405,60.06632915,9.501545626,90.14698,2.674443156
05-01-2020 20:00,Methanol_Complex_03,Platinum_Base_X1,297,0.751931582,7.921060635,76.77430667,598.5668717,794.1003456,29.88123507,23.59857115,3631.033103,81.36055045,21.15637989,81.01464025,2.617317242
06-01-2020 00:00,Ammonia_Unit_02,Cobalt_Premium_Z2,265,0.764136438,1.129070938,90.94563907,590.5123119,867.9578158,35.73516315,27.53314616,4653.961168,54.64485149,45.70240225,81.22175544,3.225834823
06-01-2020 04:00,Methanol_Complex_03,Platinum_Base_X1,8,0.622795763,7.144094686,58.99309727,564.0514748,817.561459,34.17905677,17.05620848,4460.93553,83.31300532,31.90480933,63.23199637,3.440269271
06-01-2020 08:00,Ammonia_Unit_02,Iron_Standard_V5,172,0.617394325,6.572914148,49.31515318,612.646633,834.1206639,30.2422484,28.85537618,4930.199518,42.14180356,33.5583145,68.08401984,4.0602235
06-01-2020 12:00,Ammonia_Unit_02,Iron_Standard_V5,360,0.965370924,6.259826188,78.85968876,540.6656027,873.4006952,36.0180942,27.09412714,3311.297173,89.64626916,-1.068039868,93.94971341,2.271792548
06-01-2020 16:00,Methanol_Complex_03,Iron_Standard_V5,195,0.932239114,3.341086841,74.02647188,496.452622,824.0755106,28.9417497,23.99334928,4897.536508,45.52668354,29.80573895,83.30625947,3.094483378
06-01-2020 20:00,Ammonia_Unit_02,Platinum_Base_X1,269,0.577897646,6.770077088,68.82318473,558.8904821,822.3741049,28.9092673,23.71433121,3166.171122,85.75831224,29.17719754,58.13666887,3.374592756
07-01-2020 00:00,Methanol_Complex_03,Platinum_Base_X1,19,0.949799785,4.366372634,92.40135683,547.8603584,839.634759,29.11377976,16.6736769,4657.446554,82.62697281,37.488921,93.66437711,2.381224037
07-01-2020 04:00,Methanol_Complex_03,Cobalt_Premium_Z2,354,0.711055546,6.221628087,63.63308164,636.1856429,931.566241,30.27642907,27.01509029,3690.78444,54.66023581,31.36610713,81.42539936,2.780849492
07-01-2020 08:00,Ethylene_Plant_01,Cobalt_Premium_Z2,352,0.775959937,4.917817174,38.62818079,534.1845379,820.4016026,29.33291644,22.47369993,4481.448124,63.11761139,33.71861214,74.6110441,3.186606044
07-01-2020 12:00,Methanol_Complex_03,Cobalt_Premium_Z2,49,0.975697415,1.759517636,21.85745359,645.402947,815.268924,31.26908531,27.32236406,4363.011168,50.7236893,40.00045722,113.3492377,2.214976533
07-01-2020 16:00,Ethylene_Plant_01,Cobalt_Premium_Z2,356,0.959299388,1.016468721,54.00965224,477.1113625,842.4489255,29.37224639,19.73382402,3949.96056,64.05343961,36.82990494,82.38467489,2.540404345
07-01-2020 20:00,Methanol_Complex_03,Cobalt_Premium_Z2,338,0.934430354,3.42949321,68.92426679,535.8334093,847.19367,30.35902767,15.76430099,3582.626822,49.0402649,32.47250871,90.12582047,2.020990448
08-01-2020 00:00,Methanol_Complex_03,Platinum_Base_X1,158,0.669811335,7.962310584,32.91043539,531.0651715,814.3394755,31.77184292,22.58337344,3151.85025,54.63066707,15.90594454,64.02842486,2.992653709
08-01-2020 04:00,Ethylene_Plant_01,Platinum_Base_X1,66,0.79642423,4.737880167,21.93228035,530.7197032,821.7359233,34.47058551,28.220193,4191.815267,41.957912,-2.379606699,76.0820456,3.263663946
08-01-2020 08:00,Ethylene_Plant_01,Iron_Standard_V5,347,0.771571001,6.917536541,88.18170915,618.2445944,814.941005,33.00585871,16.33187759,4580.927468,67.59353061,9.71777783,85.8635281,2.552040727
08-01-2020 12:00,Methanol_Complex_03,Iron_Standard_V5,59,0.897122227,5.107624565,42.64605709,522.1852291,850.3539945,35.66853318,21.17430663,3778.831437,76.1771535,33.39428847,84.32351562,2.472461005
08-01-2020 16:00,Ammonia_Unit_02,Iron_Standard_V5,309,0.630922125,8.16324229,54.95370758,609.4983943,742.7716464,31.70296432,27.5112526,3535.834424,50.11491893,51.06356292,69.21828401,3.218726344
08-01-2020 20:00,Ethylene_Plant_01,Iron_Standard_V5,308,0.838958763,3.455644497,26.83031871,544.8870634,874.0183148,31.41215263,18.42877726,3478.455589,70.60674052,2.778055902,82.28479984,2.28583583
09-01-2020 00:00,Ammonia_Unit_02,Platinum_Base_X1,337,0.964450067,0.956403643,48.6209979,544.1323714,826.1132562,36.47485528,18.9346026,3699.653667,42.40421037,-0.543361165,94.46193034,2.092403225
09-01-2020 04:00,Ammonia_Unit_02,Platinum_Base_X1,159,0.776829305,6.745347066,51.78299772,469.6523857,732.7948682,34.52503665,24.32046914,4679.357388,44.17308473,20.18040822,65.67115252,3.827117202
09-01-2020,Ammonia_Unit_02,Platinum_Base_X1,271,0.897790628,6.143652067,87.70584028,625.2687026,730.7256143,35.08256009,27.96944072,3438.101135,67.22285994,39.81953342,101.0448686,2.187380015
09-01-2020 12:00,Ethylene_Plant_01,Cobalt_Premium_Z2,,0.919766758,4.720275058,84.90931088,642.014229,816.7039712,38.36156221,23.65550459,3929.515964,42.96427742,-6.092098338,106.2906023,2.095132311
09-01-2020 16:00,Ammonia_Unit_02,Cobalt_Premium_Z2,254,0.71178935,3.111129946,34.1751531,475.0095351,740.7383404,29.23093502,16.52829768,4430.419174,62.8604039,43.19442637,60.85921108,3.525621495
09-01-2020 20:00,Ethylene_Plant_01,Iron_Standard_V5,261,0.881380152,2.006121182,61.704667,646.9598627,878.8847739,26.99785851,28.94068193,4825.122614,43.20350885,0.955891818,102.6391648,2.660443963
10-01-2020 00:00,Ammonia_Unit_02,Cobalt_Premium_Z2,135,0.906697771,4.358208353,74.84358531,463.3939443,908.6992357,33.00989159,23.02993555,4091.482158,57.46380891,23.75599669,75.62848612,2.989741764
10-01-2020 04:00,Methanol_Complex_03,Platinum_Base_X1,274,0.706113144,5.829611274,41.88879245,539.8948183,764.5760964,32.2674253,20.14020067,4497.53185,84.03332316,26.60991286,68.62082898,3.35056193
10-01-2020 08:00,Methanol_Complex_03,Iron_Standard_V5,56,0.953157696,5.131091435,49.58247378,543.9302194,780.3395285,29.27984508,26.30289507,4049.138373,77.31998864,11.15172753,93.32122949,2.533295656
10-01-2020 12:00,Ethylene_Plant_01,Iron_Standard_V5,331,0.978485503,3.999924083,93.86609659,531.874921,797.9675345,32.81815431,25.368032,4680.311258,60.6777806,22.30502263,93.67774198,2.723547813
10-01-2020 16:00,Methanol_Complex_03,Cobalt_Premium_Z2,96,0.771380936,4.817555555,76.97991018,615.3259424,820.8131509,31.41503926,19.59569766,4619.083295,57.51442782,14.34365878,85.43712622,2.717933493
10-01-2020 20:00,Methanol_Complex_03,Iron_Standard_V5,114,0.95373878,1.363639443,52.78850471,594.8490708,829.2945552,32.87104403,27.83176878,4619.845288,58.23607331,47.18544875,102.1195129,2.564533901
11-01-2020 00:00,Ammonia_Unit_02,Cobalt_Premium_Z2,357,0.899653775,6.066720831,60.05612776,448.0469991,780.4507183,34.02065274,16.26181343,4650.202449,46.58836747,-8.510680882,72.55569132,3.050065543
11-01-2020 04:00,Ethylene_Plant_01,Cobalt_Premium_Z2,28,0.874208746,6.37404835,66.93367661,638.3313329,873.7481885,34.37170082,28.18671311,4631.866275,59.53253222,43.83255441,100.4462701,2.624164008
11-01-2020 08:00,Ammonia_Unit_02,Iron_Standard_V5,306,0.952937792,0.591620833,57.41304162,650.4225198,848.2386864,34.00087869,16.51254853,4754.576558,69.37414142,-5.222687737,111.566196,2.024406696
